"","Id","source","SalePrice","ExterCond","ExterQual","Exterior1st","Exterior2nd","Fence","FireplaceQu","Fireplaces","Foundation","Functional","GarageArea","GarageFinish","GarageQual","GarageType","GarageYrBlt","GrLivArea","Bath"
"2104",2104,"test",NA,3,3,"AsbShng","AsbShng",0,0,0,"BrkTil",7,-0.370903487911019,1,3,"2Types",1930,1.67817092550013,2
"2105",2105,"test",NA,3,4,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-2.19577231896089,0,0,"NoGarage",1894,0.0775418826126075,1.5
"2106",2106,"test",NA,2,2,"AsbShng","AsbShng",0,0,0,"BrkTil",3,-0.338399462930487,1,2,"Detchd",1920,-0.819600815499659,1
"2107",2107,"test",NA,3,3,"Wd Sdng","Wd Shng",0,4,1,"BrkTil",7,-0.607718527054896,1,3,"Detchd",1950,1.96470328502938,2
"2108",2108,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.765595219817481,1,3,"Detchd",1959,-1.0211615097892,1
"2109",2109,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.765595219817481,1,3,"Detchd",1959,-0.805768218832729,1
"2110",2110,"test",NA,4,4,"WdShing","Wd Shng",4,1,1,"BrkTil",7,-0.858463862619001,1,3,"Detchd",1992,-0.706963956926092,1
"2111",2111,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-1.02562741966174,1,3,"Attchd",1945,0.330480793093599,1.5
"2112",2112,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",7,-1.08134860534265,1,3,"Detchd",1950,0.468806759762891,2
"2113",2113,"test",NA,4,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-1.08134860534265,1,3,"Detchd",1941,-0.574566245971198,1
"2114",2114,"test",NA,4,3,"HdBoard","HdBoard",3,0,0,"BrkTil",7,-1.26708589094569,1,2,"Detchd",1926,-0.416479426920579,1.5
"2115",2115,"test",NA,3,3,"Wd Sdng","Wd Sdng",4,4,1,"CBlock",7,-1.08134860534265,1,3,"Detchd",1940,0.33838513404613,1.5
"2116",2116,"test",NA,2,3,"Wd Sdng","Wd Sdng",0,2,1,"BrkTil",7,-0.477702427132768,1,3,"Detchd",1924,-1.09032449312384,1
"2117",2117,"test",NA,4,3,"Wd Sdng","Wd Sdng",4,0,0,"BrkTil",7,0.92461407917019,1,3,"Detchd",2004,-0.00742978262710053,2
"2118",2118,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",7,-1.08134860534265,1,3,"Detchd",1939,-0.313722994537676,2
"2119",2119,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-1.45282317654873,1,2,"Detchd",1926,-0.963855037883349,1
"2120",2120,"test",NA,4,3,"AsbShng","AsbShng",3,4,1,"BrkTil",7,-0.547353909233908,2,2,"BuiltIn",1920,-0.562709734542402,1
"2121",2121,"test",NA,3,3,"MetalSd","CBlock",3,0,0,"PConc",7,-0.895611319739609,1,3,"Detchd",1946,-1.19505701074488,1
"2122",2122,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"PConc",7,-0.635579119895352,1,3,"Detchd",1990,-0.720796553593021,1
"2123",2123,"test",NA,4,3,"Plywood","Plywood",0,0,0,"CBlock",5,-1.43424944798843,1,3,"Attchd",1925,-1.36895251170056,1
"2124",2124,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,4,1,"BrkTil",5,-0.338399462930487,1,3,"Detchd",1939,1.00432585929686,2
"2125",2125,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,0.478844593722892,1,3,"Detchd",1960,0.792884738816661,2
"2126",2126,"test",NA,4,3,"VinylSd","VinylSd",0,0,0,"BrkTil",7,0.92461407917019,1,3,"Detchd",1970,0.425332884523971,2
"2127",2127,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,0,0,"PConc",7,-0.524136748533528,0,0,"Detchd",1894,0.954923728343546,2
"2128",2128,"test",NA,3,4,"MetalSd","MetalSd",0,0,0,"BrkTil",7,-1.13706979102356,1,2,"Detchd",1910,0.213891764043767,1
"2129",2129,"test",NA,4,4,"Stucco","Wd Shng",0,0,0,"BrkTil",7,-0.152662177327446,1,3,"Detchd",1930,-1.44799592122587,1
"2130",2130,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",7,-0.765595219817481,1,3,"Detchd",1952,0.0696375416600765,1.5
"2131",2131,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",6,-0.338399462930487,1,3,"Detchd",1938,0.925282449771555,2
"2132",2132,"test",NA,2,3,"HdBoard","HdBoard",0,0,0,"BrkTil",7,-0.338399462930487,1,2,"Detchd",1950,-0.380909892634189,2
"2133",2133,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-0.709874034136568,1,3,"Detchd",1993,-0.910500736453765,1
"2134",2134,"test",NA,3,3,"Stucco","Stucco",3,4,1,"PConc",7,-0.412694377171703,1,3,"Detchd",1985,-0.523188029779747,2
"2135",2135,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,0.478844593722892,1,3,"Detchd",1997,-1.46578068836907,1
"2136",2136,"test",NA,2,2,"AsphShn","AsphShn",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,-0.30977082406141,2
"2137",2137,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"CBlock",7,-1.08134860534265,1,3,"Detchd",1947,-0.882835543119906,1
"2138",2138,"test",NA,3,3,"HdBoard","Wd Sdng",3,0,0,"CBlock",7,-0.152662177327446,1,3,"Detchd",1996,-0.841337753119119,1
"2139",2139,"test",NA,3,3,"HdBoard","Plywood",0,2,1,"CBlock",7,0.0516488368358986,1,3,"Attchd",1978,-0.799839963118331,1
"2140",2140,"test",NA,2,3,"HdBoard","HdBoard",3,0,0,"CBlock",7,-0.830603269778545,2,3,"Attchd",1967,-1.00535282788414,1
"2141",2141,"test",NA,3,3,"HdBoard","HdBoard",2,1,1,"CBlock",7,0.144517479637419,3,3,"Basment",1978,-0.922357247882561,1
"2142",2142,"test",NA,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,-0.942045641140369,2,3,"Attchd",1967,-0.845289923595384,1
"2143",2143,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.153804343917571,1,3,"Attchd",1984,-0.740557405974349,1
"2144",2144,"test",NA,3,3,"BrkFace","Stucco",0,0,0,"PConc",7,-0.338399462930487,1,3,"CarPort",1920,-0.71289221264049,1
"2145",2145,"test",NA,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-0.802742676938089,3,3,"Attchd",1963,-1.06858755550438,1
"2146",2146,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",7,0.687799040026313,1,3,"Attchd",1956,-0.618040121210119,1
"2147",2147,"test",NA,3,3,"Plywood","Plywood",0,3,2,"CBlock",4,0.711016200726693,1,3,"Basment",1960,0.435213310714634,2
"2148",2148,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,0,0,"BrkTil",6,0.715659632866769,1,3,"2Types",1973,-0.297914312632614,1.5
"2149",2149,"test",NA,4,3,"HdBoard","HdBoard",3,0,0,"PConc",7,2.03903779278843,1,3,"2Types",1979,-1.17924832883982,1
"2150",2150,"test",NA,3,3,"Plywood","Plywood",0,4,2,"CBlock",7,0.0237882439954425,3,3,"Attchd",1979,0.0459245188024836,2
"2151",2151,"test",NA,3,3,"BrkFace","Plywood",0,4,1,"CBlock",7,-1.03955771608197,1,3,"Attchd",1948,-0.833433412166588,1
"2152",2152,"test",NA,3,3,"Other","Other",0,4,2,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,0.0340680073736871,1
"2153",2153,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,3,1,"CBlock",7,-0.700587169856416,1,3,"Attchd",1956,0.0162832402304924,1
"2154",2154,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,-1.25829173836513,1
"2155",2155,"test",NA,3,4,"VinylSd","VinylSd",2,0,0,"CBlock",7,-0.895611319739609,1,3,"Detchd",1962,-0.457977216921366,1.5
"2156",2156,"test",NA,3,4,"HdBoard","HdBoard",4,3,1,"PConc",7,0.655295015045781,3,3,"BuiltIn",1995,2.59507447599372,2.5
"2157",2157,"test",NA,3,4,"HdBoard","HdBoard",0,3,1,"PConc",7,0.2838204438397,2,3,"Attchd",1994,0.247485213092024,2.5
"2158",2158,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.092297559506458,2,3,"Attchd",1993,1.38175813978022,2.5
"2159",2159,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.00407234884501362,3,3,"Attchd",1996,1.05965624596458,2.5
"2160",2160,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.0516488368358986,3,3,"BuiltIn",2007,-0.286057801203818,2.5
"2161",2161,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.81615305006479,2,3,"Attchd",2007,0.225748275472563,2
"2162",2162,"test",NA,3,4,"VinylSd","VinylSd",0,4,2,"PConc",7,4.06357420586158,2,4,"Attchd",2008,1.53194061787831,2
"2163",2163,"test",NA,3,5,"VinylSd","VinylSd",0,4,2,"PConc",7,1.86258737146555,3,3,"Attchd",2008,0.524137146430608,2.5
"2164",2164,"test",NA,3,4,"VinylSd","VinylSd",0,2,1,"PConc",7,1.57005114664076,3,3,"Attchd",1995,0.0202354107067579,2
"2165",2165,"test",NA,3,3,"Plywood","Plywood",0,4,1,"CBlock",7,-0.161949041607598,1,3,"Attchd",1966,0.28107866214028,2
"2166",2166,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.255959850999243,1,3,"Detchd",1997,-1.0093049983604,1
"2167",2167,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,0.395262815201524,2,3,"Attchd",1997,-0.163540516439587,2
"2168",2168,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,0.590286965084717,2,3,"Attchd",1997,0.534017572621272,2.5
"2169",2169,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.274533579559547,2,3,"Attchd",2000,0.298863429283475,2.5
"2170",2170,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.711016200726693,2,3,"Attchd",2000,0.636774005004174,2.5
"2171",2171,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.255959850999243,1,3,"Attchd",1978,-0.645705314543977,1
"2172",2172,"test",NA,3,3,"HdBoard","HdBoard",3,2,1,"CBlock",7,0.478844593722892,1,3,"Detchd",1985,-0.839361667880986,1.5
"2173",2173,"test",NA,3,3,"Plywood","Wd Sdng",0,0,0,"CBlock",5,-0.152662177327446,3,3,"Attchd",1975,0.113111416898997,2
"2174",2174,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.450984000882436,2,3,"Attchd",2001,1.30469081549304,2.5
"2175",2175,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,1.17071598259422,3,3,"BuiltIn",2001,0.881808574532635,2.5
"2176",2176,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.12428166119346,2,3,"Attchd",2002,0.563658851193263,2
"2177",2177,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.571713236524413,2,3,"BuiltIn",2003,1.63272096502308,2.5
"2178",2178,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,0.404549679481676,1,3,"Attchd",1999,0.520184975954342,2.5
"2179",2179,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.245530820128967,2,3,"Attchd",2004,-1.28990910217525,1
"2180",2180,"test",NA,4,3,"VinylSd","VinylSd",0,0,0,"PConc",7,1.15214225403392,1,3,"Attchd",1998,0.666415283576165,2
"2181",2181,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.0133592131251657,1,3,"Attchd",2004,-0.110186215010003,2
"2182",2182,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,1.58398144306098,2,3,"Attchd",2007,0.124967928327793,2
"2183",2183,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.636721286485477,2,3,"Attchd",2007,-0.276177375013154,2
"2184",2184,"test",NA,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",7,-0.969906233980826,1,3,"Attchd",1966,-0.807744304070862,1
"2185",2185,"test",NA,3,3,"HdBoard","Plywood",0,0,0,"CBlock",7,0.144517479637419,2,2,"BuiltIn",1976,-0.924333333120694,1
"2186",2186,"test",NA,3,3,"HdBoard","Plywood",0,1,1,"CBlock",7,0.0330751082755945,1,3,"Detchd",1991,-0.738581320736216,1.5
"2187",2187,"test",NA,3,3,"Plywood","Plywood",0,2,1,"CBlock",7,0.320967900960308,2,3,"Attchd",1977,-0.758342173117544,1
"2188",2188,"test",NA,3,3,"Plywood","Plywood",3,3,1,"CBlock",7,-0.152662177327446,3,3,"Attchd",1976,-0.203062221202242,1.5
"2189",2189,"test",NA,3,3,"Plywood","Plywood",0,4,2,"Slab",7,0.701729336446541,1,3,"Attchd",1959,4.58301622555527,3.5
"2190",2190,"test",NA,2,3,"AsbShng","Plywood",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,-0.689179189782897,2
"2191",2191,"test",NA,3,3,"WdShing","Wd Shng",0,0,0,"Slab",7,-2.19577231896089,0,0,"NoGarage",1894,-0.689179189782897,2
"2192",2192,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-1.41637855741575,1
"2193",2193,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,-0.884811628358039,1.5
"2194",2194,"test",NA,4,3,"MetalSd","MetalSd",0,0,0,"Slab",6,-2.19577231896089,0,0,"NoGarage",1894,-0.718820468354889,1.5
"2195",2195,"test",NA,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",7,-0.867750726899153,2,3,"Attchd",1953,-1.12787011264837,1
"2196",2196,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-0.747021491257177,1,3,"Basment",1954,-0.586422757399995,1
"2197",2197,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"PConc",7,-1.24386873024531,1,3,"Detchd",1923,-0.412527256444313,1.5
"2198",2198,"test",NA,3,3,"WdShing","Wd Shng",0,4,1,"BrkTil",7,-0.747021491257177,1,3,"Attchd",1921,-0.151684005010791,2
"2199",2199,"test",NA,3,3,"Stucco","Stucco",0,4,2,"BrkTil",7,0.0330751082755945,1,3,"Detchd",1930,0.828454273103051,3
"2200",2200,"test",NA,3,3,"Wd Sdng","Wd Sdng",3,4,1,"BrkTil",7,-0.482345859272844,1,3,"Detchd",2001,-0.365101210729127,1
"2201",2201,"test",NA,3,3,"Wd Sdng","Wd Shng",0,0,0,"BrkTil",7,-0.338399462930487,1,3,"Detchd",1994,-0.46785764311203,1
"2202",2202,"test",NA,4,4,"Stucco","Stucco",4,4,1,"PConc",7,-1.35995453374721,1,3,"Detchd",1925,0.0222114959448906,2
"2203",2203,"test",NA,3,3,"Wd Sdng","Plywood",0,4,1,"BrkTil",7,0.585643532944641,1,3,"Attchd",1980,0.20203525261497,1
"2204",2204,"test",NA,3,3,"WdShing","Wd Shng",0,4,1,"CBlock",5,-1.08134860534265,1,3,"Detchd",1937,0.86402380738944,2
"2205",2205,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-1.15100008744379,1,3,"Detchd",1938,-0.250488266917428,1
"2206",2206,"test",NA,2,3,"WdShing","Plywood",3,3,1,"PConc",7,-0.598431662774744,3,3,"Attchd",1951,-0.809720389308995,1
"2207",2207,"test",NA,3,3,"BrkFace","Stucco",0,4,2,"PConc",7,1.45396534313886,3,2,"Detchd",1935,0.735578266910812,1.5
"2208",2208,"test",NA,4,3,"VinylSd","VinylSd",0,3,2,"CBlock",7,0.153804343917571,3,3,"Attchd",1994,1.30469081549304,2.5
"2209",2209,"test",NA,3,3,"BrkFace","MetalSd",3,3,2,"PConc",7,0.0516488368358986,1,3,"Attchd",1956,0.78498039786413,2.5
"2210",2210,"test",NA,3,3,"MetalSd","MetalSd",4,3,1,"CBlock",7,-0.0505066702457738,1,3,"Detchd",1980,-0.926309418358827,1
"2211",2211,"test",NA,4,3,"VinylSd","VinylSd",3,0,0,"BrkTil",7,-1.29030305164607,1,3,"Detchd",1926,-1.14960705026783,1
"2212",2212,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",7,-1.08134860534265,1,3,"Detchd",1940,-0.811696474547128,1
"2213",2213,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.594327098352526,1
"2214",2214,"test",NA,3,2,"HdBoard","Plywood",3,1,1,"CBlock",4,-0.858463862619001,1,3,"Attchd",1967,0.306767770236006,1.5
"2215",2215,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",7,-0.524136748533528,2,3,"Detchd",1934,-1.16343964693476,1
"2216",2216,"test",NA,3,3,"WdShing","Wd Shng",0,0,0,"CBlock",7,-0.542710477093832,3,3,"Attchd",1958,0.897617256437697,2
"2217",2217,"test",NA,1,2,"AsbShng","VinylSd",0,0,0,"Slab",7,0.0655791332561267,1,2,"Attchd",1952,-1.51715890456052,1
"2218",2218,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"Stone",7,-1.33673737304683,1,2,"Detchd",1895,-0.276177375013154,1
"2219",2219,"test",NA,3,3,"Plywood","Plywood",0,0,0,"PConc",7,-1.29030305164607,1,1,"Detchd",1910,-0.89271596931057,1
"2220",2220,"test",NA,3,3,"MetalSd","MetalSd",0,0,0,"Stone",5,-1.19279097670447,1,2,"Detchd",1920,-1.25829173836513,1.5
"2221",2221,"test",NA,3,5,"CemntBd","CmentBd",0,4,1,"PConc",7,0.242029554579015,3,3,"Attchd",2007,0.290959088330944,2
"2222",2222,"test",NA,3,4,"CemntBd","CmentBd",0,4,1,"PConc",7,0.0423619725557466,3,3,"Attchd",2004,0.287006917854678,2
"2223",2223,"test",NA,3,4,"MetalSd","MetalSd",0,0,0,"PConc",7,1.45396534313886,3,3,"Attchd",1996,1.04977581977392,3
"2224",2224,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,1.59326830734114,1,3,"Attchd",1996,0.630845749289776,2.5
"2225",2225,"test",NA,3,3,"Plywood","Plywood",0,0,0,"CBlock",7,0.0516488368358986,1,3,"Attchd",1976,0.733602181672679,3
"2226",2226,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,-0.189809634448054,1,3,"Attchd",1991,0.371978583094386,2
"2227",2227,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"CBlock",7,0.181664936758027,3,3,"Attchd",1986,0.000474558325430447,2
"2228",2228,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,1.46325220741901,3,3,"Attchd",2007,0.0716136268982093,2
"2229",2229,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.646008150765629,3,3,"Attchd",2007,0.551802339764466,2.5
"2230",2230,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.338399462930487,3,3,"BuiltIn",2007,-0.116114470724401,2.5
"2231",2231,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,0.896753486329734,3,3,"Attchd",2008,0.219820019758165,2.5
"2232",2232,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,3,1,"CBlock",7,-0.161949041607598,1,3,"Attchd",1989,-0.011381953103366,2
"2233",2233,"test",NA,4,4,"Plywood","HdBoard",0,2,1,"CBlock",7,0.488131458003044,1,3,"Attchd",1986,-0.483666325017092,2
"2234",2234,"test",NA,3,4,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.0272895095453937,3,3,"Attchd",2003,-0.120066641200667,2
"2235",2235,"test",NA,3,4,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.175879338027826,2,3,"Attchd",1999,0.344313389760528,2
"2236",2236,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,0.218812393878635,3,3,"Attchd",2007,0.449045907381564,2
"2237",2237,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.94616914998691,3,3,"Attchd",2005,0.915402023580891,2.5
"2238",2238,"test",NA,4,3,"VinylSd","VinylSd",0,0,0,"PConc",7,1.4446784788587,3,3,"Attchd",1997,-0.30977082406141,2
"2239",2239,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-2.19577231896089,0,0,"NoGarage",1894,-0.807744304070862,1
"2240",2240,"test",NA,3,3,"VinylSd","VinylSd",0,0,0,"PConc",7,-0.375546920051095,2,3,"Attchd",1997,-0.616064035971986,2
"2241",2241,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,1.75114500010372,3,3,"2Types",1964,-0.594327098352526,1
"2242",2242,"test",NA,3,3,"CemntBd","CmentBd",0,0,0,"PConc",7,0.121300318937039,1,3,"Attchd",1975,-0.910500736453765,1
"2243",2243,"test",NA,3,3,"CemntBd","CmentBd",0,3,1,"PConc",7,-0.635579119895352,1,3,"Attchd",1976,-0.0509036578660209,2
"2244",2244,"test",NA,4,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-0.816672973358317,2,3,"BuiltIn",1973,-1.01325716883667,1
"2245",2245,"test",NA,3,3,"CemntBd","CmentBd",2,1,1,"CBlock",7,-0.816672973358317,2,3,"BuiltIn",1973,-1.01325716883667,1
"2246",2246,"test",NA,4,3,"Plywood","Plywood",2,0,0,"CBlock",7,-1.00241025896136,1,3,"Attchd",1968,-0.673370507877835,1
"2247",2247,"test",NA,4,3,"CemntBd","CmentBd",0,0,0,"CBlock",7,-2.19577231896089,0,0,"NoGarage",1894,-0.807744304070862,2.5
"2248",2248,"test",NA,4,3,"VinylSd","VinylSd",2,0,0,"CBlock",7,-0.969906233980826,1,3,"Attchd",1983,-1.3531438297955,1
"2249",2249,"test",NA,3,3,"HdBoard","Plywood",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Attchd",1982,-1.29583735788965,1
"2250",2250,"test",NA,3,3,"HdBoard","Plywood",0,0,0,"CBlock",7,0.0516488368358986,1,3,"Attchd",1984,-1.20888960741181,1
"2251",2251,"test",NA,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",3,-0.858463862619001,1,3,"Detchd",1900,0.6624631130999,2
"2252",2252,"test",NA,3,3,"MetalSd","MetalSd",0,4,1,"CBlock",7,0.242029554579015,1,3,"Attchd",1971,0.170417888804846,2
"2253",2253,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.384833784331247,3,3,"BuiltIn",1997,-0.230727414536101,2.5
"2254",2254,"test",NA,3,3,"HdBoard","HdBoard",3,3,1,"PConc",7,-0.347686327210639,3,3,"BuiltIn",1994,0.38185900928505,2.5
"2255",2255,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,-0.10158442378661,3,3,"Attchd",2000,0.421380714047705,2.5
"2256",2256,"test",NA,3,4,"HdBoard","HdBoard",0,0,0,"PConc",7,-0.245530820128967,3,3,"Attchd",1996,0.103230990708333,2.5
"2257",2257,"test",NA,3,3,"VinylSd","VinylSd",0,3,1,"PConc",7,0.0423619725557466,3,3,"Attchd",1999,1.57739057835536,3.5
"2258",2258,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"PConc",7,-0.245530820128967,2,3,"Attchd",1992,-0.620016206448251,2
"2259",2259,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"PConc",7,-0.375546920051095,2,3,"Attchd",1993,0.279102576902147,2.5
"2260",2260,"test",NA,3,3,"HdBoard","HdBoard",3,3,1,"CBlock",7,0.0330751082755945,1,3,"Attchd",1964,-0.736605235498083,1
"2261",2261,"test",NA,3,4,"CemntBd","CmentBd",0,0,0,"CBlock",7,0.0330751082755945,2,3,"Attchd",1988,-0.635824888353313,2
"2262",2262,"test",NA,3,4,"CemntBd","CmentBd",0,3,1,"PConc",7,0.0516488368358986,2,3,"Attchd",1990,-0.355220784538464,1
"2263",2263,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.18928971115452,3,3,"BuiltIn",2005,2.05560320598349,3.5
"2264",2264,"test",NA,3,5,"VinylSd","VinylSd",0,4,2,"PConc",7,2.95843735652349,3,4,"Attchd",2005,1.65445790264254,2.5
"2265",2265,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",4,1.64898949302205,1,3,"2Types",1969,-0.151684005010791,1.5
"2266",2266,"test",NA,3,4,"MetalSd","MetalSd",0,4,1,"PConc",7,0.385975950921372,3,3,"Attchd",2006,0.219820019758165,2
"2267",2267,"test",NA,3,4,"VinylSd","VinylSd",0,4,1,"PConc",7,1.16607255045414,2,3,"Attchd",2006,1.44894503787673,1.5
"2268",2268,"test",NA,3,5,"CemntBd","CmentBd",0,4,1,"PConc",7,1.16607255045414,3,3,"Attchd",2007,1.06953667215525,2
"2269",2269,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,0.0330751082755945,1,3,"Attchd",1984,-0.428335938349375,2
"2270",2270,"test",NA,3,4,"MetalSd","MetalSd",0,3,1,"CBlock",7,0.0516488368358986,2,3,"Attchd",1981,-0.0429993169134899,2.5
"2271",2271,"test",NA,3,3,"Plywood","Plywood",0,3,1,"CBlock",7,0.882823189909506,3,3,"Attchd",1978,0.322576452141068,2
"2272",2272,"test",NA,3,3,"HdBoard","Plywood",0,3,1,"CBlock",7,0.0377185404156705,3,3,"Attchd",1979,0.848215125484378,2.5
"2273",2273,"test",NA,3,3,"Plywood","Plywood",3,0,0,"CBlock",7,0.102726590376735,3,3,"Attchd",1984,-0.639777058829579,2
"2274",2274,"test",NA,3,3,"MetalSd","MetalSd",0,3,1,"CBlock",7,0.0237882439954425,2,3,"Attchd",1979,-0.291986056918216,2
"2275",2275,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",7,2.18762762127087,1,3,"Attchd",1971,-0.554805393589871,2
"2276",2276,"test",NA,3,3,"Plywood","Plywood",0,2,1,"CBlock",7,0.520635482983577,3,3,"Attchd",1976,-0.349292528824065,2
"2277",2277,"test",NA,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",7,0.0702225653962027,1,3,"Attchd",1974,0.743482607863343,2.5
"2278",2278,"test",NA,3,3,"MetalSd","MetalSd",2,0,0,"CBlock",5,0.478844593722892,1,3,"Detchd",1988,-0.155636175487056,1
"2279",2279,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.48698929141292,2,3,"Attchd",1970,-1.15948747645849,1
"2280",2280,"test",NA,4,3,"MetalSd","MetalSd",2,0,0,"BrkTil",7,-0.942045641140369,1,2,"Basment",1961,-1.15948747645849,1
"2281",2281,"test",NA,3,4,"MetalSd","MetalSd",0,3,1,"PConc",7,0.177021504617951,3,3,"Attchd",2001,-0.32360342072834,2
"2282",2282,"test",NA,3,4,"MetalSd","MetalSd",0,3,1,"PConc",7,0.228099258158787,3,3,"Attchd",1997,-0.32360342072834,2
"2283",2283,"test",NA,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",7,-0.969906233980826,1,3,"Detchd",1973,-0.807744304070862,1.5
