"","Id","source","SalePrice","EnclosedPorch","ExterCond","ExterQual","Exterior1st","Exterior2nd","Fence","FireplaceQu","Fireplaces","Foundation","FullBath","Functional","GarageArea","GarageCars","GarageCond","GarageFinish","GarageQual","GarageType","GarageYrBlt","GrLivArea","HalfBath"
"2312",2312,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"CBlock",3,7,572,2,3,1,3,"Attchd",2007,1496,0
"2313",2313,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,400,2,3,3,3,"Attchd",2005,1536,1
"2314",2314,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",2,7,454,2,3,3,3,"BuiltIn",2007,1458,0
"2315",2315,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,440,2,3,2,3,"Attchd",2006,1495,1
"2316",2316,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,350,3,3,1,3,"BuiltIn",2007,1746,1
"2317",2317,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",2,7,388,2,3,3,3,"Attchd",2005,1326,0
"2318",2318,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,440,2,3,3,3,"Attchd",2007,1504,1
"2319",2319,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,400,2,3,3,3,"Attchd",2007,1456,1
"2320",2320,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,462,2,3,2,3,"Attchd",2007,1258,0
"2321",2321,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,630,3,3,3,3,"Attchd",2003,1589,0
"2322",2322,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,388,2,3,3,3,"Attchd",2007,1266,0
"2323",2323,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,437,2,3,3,3,"Attchd",2004,1119,0
"2324",2324,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,400,2,3,3,3,"BuiltIn",2004,1374,1
"2325",2325,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,534,2,3,2,3,"Attchd",2006,1525,1
"2326",2326,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,400,2,3,3,3,"BuiltIn",2003,1394,1
"2327",2327,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,434,2,3,3,3,"BuiltIn",2003,1948,1
"2328",2328,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,435,2,3,3,3,"BuiltIn",2002,1995,1
"2329",2329,"test",NA,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,442,2,3,2,3,"Attchd",2000,1690,1
"2330",2330,"test",NA,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,460,2,3,2,3,"Attchd",1999,1644,1
"2331",2331,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,2,"PConc",2,7,925,3,3,3,3,"Attchd",1998,2551,1
"2332",2332,"test",NA,0,3,4,"MetalSd","MetalSd",0,3,1,"PConc",2,7,806,3,3,3,3,"Attchd",1998,3078,1
"2333",2333,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,758,3,3,3,3,"Attchd",1998,2582,1
"2334",2334,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,600,3,3,3,3,"BuiltIn",1998,2385,1
"2335",2335,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,517,2,3,2,3,"Attchd",1992,2202,1
"2336",2336,"test",NA,0,4,4,"VinylSd","VinylSd",0,3,1,"PConc",2,7,933,3,3,2,3,"Attchd",1996,2538,1
"2337",2337,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,605,2,3,1,3,"Attchd",2007,1369,0
"2338",2338,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,852,3,3,1,3,"Attchd",2007,1542,0
"2339",2339,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,484,2,3,3,3,"Attchd",2006,1534,0
"2340",2340,"test",NA,0,3,5,"CemntBd","CmentBd",0,4,1,"PConc",2,7,1092,3,3,3,3,"Attchd",2007,1966,0
"2341",2341,"test",NA,0,3,4,"VinylSd","VinylSd",0,3,1,"PConc",3,7,480,2,3,1,3,"Attchd",2007,1528,2
"2342",2342,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,484,2,3,2,3,"Attchd",2005,1538,0
"2343",2343,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,672,2,3,2,3,"Attchd",2005,1506,0
"2344",2344,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,574,3,3,2,3,"Attchd",2006,1977,1
"2345",2345,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,859,3,3,2,3,"BuiltIn",2006,1830,1
"2346",2346,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,598,2,3,2,3,"Attchd",2007,1338,0
"2347",2347,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,575,2,3,2,3,"Attchd",2007,1335,0
"2348",2348,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,590,2,3,3,3,"Attchd",2007,1792,1
"2349",2349,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"CBlock",3,7,561,2,3,1,3,"Attchd",2007,1588,0
"2350",2350,"test",NA,0,3,4,"WdShing","Wd Shng",0,4,1,"PConc",2,7,880,3,3,3,3,"Attchd",2007,1880,1
"2351",2351,"test",NA,0,3,5,"CemntBd","CmentBd",0,4,1,"PConc",2,7,594,2,3,3,3,"Attchd",2007,1584,0
"2352",2352,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,658,3,3,3,3,"Attchd",2006,1685,0
"2353",2353,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,5,744,3,3,2,3,"BuiltIn",2004,2443,1
"2354",2354,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"PConc",1,7,0,0,0,0,0,"NoGarage",1894,1100,1
"2355",2355,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",1,7,0,0,0,0,0,"NoGarage",1894,1143,1
"2356",2356,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",1,7,576,2,3,1,3,"Detchd",2004,1094,0
"2357",2357,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,566,2,3,2,3,"Attchd",2006,1486,0
"2358",2358,"test",NA,0,3,4,"VinylSd","VinylSd",4,0,0,"PConc",2,7,492,2,3,2,3,"Attchd",1993,1820,1
"2359",2359,"test",NA,0,3,3,"Plywood","Plywood",3,3,2,"CBlock",1,7,283,1,3,2,3,"Attchd",1980,1266,1
"2360",2360,"test",NA,0,3,3,"Plywood","Plywood",0,0,0,"CBlock",1,7,308,1,3,1,3,"Detchd",1979,894,0
"2361",2361,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,686,2,3,3,3,"Detchd",1991,1040,1
"2362",2362,"test",NA,0,3,4,"HdBoard","HdBoard",0,3,1,"PConc",2,7,564,2,3,2,3,"Attchd",1990,2503,1
"2363",2363,"test",NA,0,3,3,"Plywood","Plywood",0,0,0,"CBlock",1,7,431,2,3,2,3,"Attchd",1974,1037,0
"2364",2364,"test",NA,0,3,3,"CemntBd","CmentBd",0,3,1,"CBlock",1,7,542,2,3,2,3,"Attchd",1973,1055,0
"2365",2365,"test",NA,0,3,4,"MetalSd","MetalSd",0,4,1,"PConc",2,7,540,2,3,3,3,"Attchd",2004,1378,0
"2366",2366,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,484,2,3,3,3,"Attchd",2006,1151,0
"2367",2367,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,476,2,3,3,3,"Attchd",2006,1565,0
"2368",2368,"test",NA,0,3,4,"VinylSd","VinylSd",0,4,1,"PConc",2,7,466,2,3,2,3,"Attchd",2006,1352,0
"2369",2369,"test",NA,0,3,4,"VinylSd","VinylSd",0,0,0,"PConc",2,7,528,2,3,3,3,"Attchd",2007,1550,1
"2370",2370,"test",NA,0,3,3,"MetalSd","MetalSd",0,3,1,"PConc",2,7,440,2,3,1,3,"Detchd",1999,1501,1
"2371",2371,"test",NA,0,3,4,"MetalSd","MetalSd",0,0,0,"PConc",2,7,440,2,3,1,3,"Detchd",2000,1573,1
"2372",2372,"test",NA,0,3,4,"CemntBd","CmentBd",0,0,0,"PConc",2,7,625,2,3,1,3,"Detchd",1999,1358,0
"2373",2373,"test",NA,0,3,4,"CemntBd","CmentBd",0,4,2,"PConc",2,7,552,2,3,1,3,"Detchd",2003,2048,1
"2374",2374,"test",NA,36,4,4,"VinylSd","VinylSd",0,3,2,"PConc",2,7,1105,2,3,2,4,"Attchd",1998,2362,1
"2375",2375,"test",NA,0,3,4,"BrkFace","BrkFace",0,4,1,"PConc",1,7,478,2,3,3,3,"Attchd",1994,1494,1
"2376",2376,"test",NA,0,3,4,"VinylSd","MetalSd",0,3,1,"CBlock",2,7,546,2,3,2,4,"Attchd",1980,2362,1
"2377",2377,"test",NA,0,3,4,"BrkFace","BrkFace",0,4,2,"CBlock",2,7,676,2,3,2,3,"Attchd",1981,2497,0
"2378",2378,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,412,2,3,2,3,"Attchd",1968,1152,1
"2379",2379,"test",NA,0,3,3,"VinylSd","VinylSd",0,1,1,"CBlock",2,7,570,2,3,2,3,"Attchd",1970,2411,1
"2380",2380,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"PConc",1,7,480,2,3,1,3,"Attchd",1969,1082,0
"2381",2381,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"PConc",1,7,528,2,3,3,3,"Attchd",1968,1295,1
"2382",2382,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,3,1,"CBlock",2,7,515,2,3,2,3,"Attchd",1972,1610,0
"2383",2383,"test",NA,0,3,3,"VinylSd","VinylSd",0,3,1,"PConc",2,7,472,2,3,2,3,"Attchd",1993,1594,0
"2384",2384,"test",NA,0,3,4,"MetalSd","MetalSd",0,4,1,"PConc",2,7,473,2,3,1,3,"Attchd",1993,2075,1
"2385",2385,"test",NA,0,3,3,"HdBoard","HdBoard",3,2,1,"CBlock",2,7,484,2,3,2,3,"Attchd",1966,1093,0
"2386",2386,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,311,1,3,3,3,"Attchd",1963,1052,0
"2387",2387,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,308,1,3,2,3,"Attchd",1967,1107,0
"2388",2388,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"Slab",2,7,530,3,3,1,3,"CarPort",1964,1224,0
"2389",2389,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",2,4,1,"CBlock",1,6,396,2,3,1,3,"Detchd",1966,1074,0
"2390",2390,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,3,1,"CBlock",1,7,440,2,3,2,3,"Attchd",1961,1187,0
"2391",2391,"test",NA,0,4,3,"VinylSd","VinylSd",4,2,1,"CBlock",1,7,784,2,3,3,3,"Detchd",1985,964,0
"2392",2392,"test",NA,0,3,3,"CemntBd","CmentBd",0,0,0,"CBlock",1,7,312,1,3,1,3,"Detchd",1965,894,0
"2393",2393,"test",NA,0,3,3,"HdBoard","Plywood",3,3,1,"CBlock",2,7,440,2,3,2,3,"Attchd",1966,1200,0
"2394",2394,"test",NA,0,3,3,"HdBoard","HdBoard",4,0,0,"CBlock",2,7,440,2,3,2,3,"Attchd",1965,1042,0
"2395",2395,"test",NA,0,4,3,"MetalSd","MetalSd",3,4,1,"CBlock",2,7,539,2,3,2,3,"Attchd",1964,2154,1
"2396",2396,"test",NA,84,3,3,"Wd Sdng","Plywood",3,3,1,"CBlock",1,7,286,1,3,2,3,"Attchd",1964,1374,0
"2397",2397,"test",NA,0,4,3,"MetalSd","MetalSd",0,4,1,"CBlock",1,7,510,2,3,2,3,"Attchd",1959,1652,1
"2398",2398,"test",NA,0,3,3,"Wd Sdng","HdBoard",3,0,0,"PConc",1,7,512,2,3,1,3,"Attchd",1975,908,0
"2399",2399,"test",NA,0,2,2,"WdShing","Wd Shng",3,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,666,0
"2400",2400,"test",NA,0,3,3,"MetalSd","MetalSd",3,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,670,0
"2401",2401,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,308,1,3,1,3,"Detchd",1963,808,0
"2402",2402,"test",NA,0,4,3,"HdBoard","HdBoard",3,0,0,"CBlock",1,7,288,1,3,3,3,"Attchd",1955,1150,0
"2403",2403,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",2,7,792,3,3,1,3,"Detchd",1968,1560,0
"2404",2404,"test",NA,0,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",2,7,432,2,3,3,3,"Basment",1966,1280,0
"2405",2405,"test",NA,0,3,3,"WdShing","Wd Shng",0,4,1,"CBlock",1,7,525,2,3,2,3,"Attchd",1961,1254,0
"2406",2406,"test",NA,0,3,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,315,1,3,2,3,"Attchd",1957,936,0
"2407",2407,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,308,1,3,1,3,"Detchd",1964,1008,0
"2408",2408,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,692,2,3,2,3,"2Types",1994,1053,0
"2409",2409,"test",NA,0,3,3,"HdBoard","HdBoard",0,4,1,"CBlock",1,7,336,1,3,2,3,"Attchd",1960,1144,0
"2410",2410,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,3,3,"CBlock",1,7,464,2,3,1,3,"Attchd",1957,1721,0
"2411",2411,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",2,0,0,"CBlock",1,7,308,1,3,1,3,"Attchd",1957,922,0
"2412",2412,"test",NA,0,3,3,"VinylSd","VinylSd",0,3,1,"CBlock",1,7,310,1,3,2,3,"Attchd",1955,1411,0
"2413",2413,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,336,1,3,2,3,"Attchd",1955,1216,0
"2414",2414,"test",NA,0,5,3,"VinylSd","MetalSd",0,0,0,"CBlock",1,7,336,1,3,1,3,"Detchd",1962,1154,1
"2415",2415,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",2,7,484,2,3,1,3,"Detchd",1958,1560,0
"2416",2416,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,410,2,3,1,3,"Detchd",1952,948,0
"2417",2417,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",3,0,0,"CBlock",1,7,293,1,3,3,3,"Attchd",1953,1040,0
"2418",2418,"test",NA,0,4,3,"VinylSd","VinylSd",0,0,0,"CBlock",1,7,252,1,3,1,3,"Detchd",1956,925,0
"2419",2419,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"PConc",1,7,352,1,3,1,3,"Detchd",2002,1540,0
"2420",2420,"test",NA,0,4,3,"MetalSd","MetalSd",2,3,2,"CBlock",1,7,390,1,3,1,3,"Attchd",1955,925,0
"2421",2421,"test",NA,0,3,3,"VinylSd","VinylSd",4,2,1,"CBlock",1,6,280,1,3,3,3,"Attchd",1953,1647,0
"2422",2422,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",3,0,0,"CBlock",1,7,420,1,3,1,3,"Detchd",1952,924,0
"2423",2423,"test",NA,0,4,4,"VinylSd","VinylSd",0,0,0,"CBlock",2,7,0,0,0,0,0,"NoGarage",1894,1544,0
"2424",2424,"test",NA,0,3,3,"MetalSd","MetalSd",2,4,1,"CBlock",1,7,371,1,3,1,3,"Attchd",1953,1728,0
"2425",2425,"test",NA,290,3,3,"Wd Sdng","MetalSd",0,0,0,"BrkTil",3,6,1200,3,3,1,3,"BuiltIn",2007,3086,1
"2426",2426,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",2,4,580,2,3,1,3,"Detchd",1978,1281,0
"2427",2427,"test",NA,0,4,3,"Wd Sdng","HdBoard",0,0,0,"CBlock",1,7,0,0,0,0,0,"NoGarage",1894,1534,1
"2428",2428,"test",NA,0,3,3,"Plywood","Plywood",3,3,2,"CBlock",2,7,276,1,3,1,3,"BuiltIn",1963,1651,0
"2429",2429,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,240,1,3,1,3,"Attchd",1961,888,0
"2430",2430,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,288,1,3,1,3,"Attchd",1968,952,0
"2431",2431,"test",NA,0,3,3,"WdShing","Wd Shng",0,3,1,"CBlock",1,5,357,1,3,1,3,"Attchd",1950,1238,1
"2432",2432,"test",NA,0,3,3,"BrkFace","BrkFace",0,0,0,"CBlock",1,7,286,1,3,2,3,"Attchd",1959,1040,0
"2433",2433,"test",NA,0,3,3,"BrkFace","BrkFace",0,3,1,"CBlock",1,7,338,1,3,2,3,"Attchd",1958,1170,0
"2434",2434,"test",NA,0,3,3,"BrkFace","BrkFace",0,0,0,"CBlock",1,7,324,1,3,2,3,"Attchd",1960,1242,1
"2435",2435,"test",NA,0,3,3,"BrkFace","BrkFace",3,3,2,"CBlock",1,7,351,1,3,1,3,"Attchd",1965,1377,0
"2436",2436,"test",NA,0,3,3,"BrkFace","Wd Sdng",0,0,0,"Slab",1,7,300,1,3,3,3,"Attchd",1961,925,0
"2437",2437,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,294,1,3,1,3,"Detchd",1962,864,0
"2438",2438,"test",NA,160,3,3,"HdBoard","HdBoard",0,1,1,"CBlock",1,7,288,1,3,2,3,"Attchd",1962,936,0
"2439",2439,"test",NA,116,4,4,"MetalSd","MetalSd",0,0,0,"BrkTil",1,7,576,2,3,2,3,"Detchd",1981,960,0
"2440",2440,"test",NA,175,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",1,7,576,2,3,1,3,"Detchd",1980,1296,0
"2441",2441,"test",NA,20,3,3,"AsbShng","AsbShng",3,4,1,"PConc",1,7,184,1,2,1,3,"Detchd",1922,1022,0
"2442",2442,"test",NA,26,3,3,"MetalSd","MetalSd",0,4,1,"BrkTil",1,7,180,1,3,1,2,"Detchd",1920,967,0
"2443",2443,"test",NA,0,3,3,"VinylSd","VinylSd",0,4,2,"CBlock",1,7,379,2,3,1,3,"Detchd",1940,1072,0
"2444",2444,"test",NA,40,3,3,"Stucco","Stucco",3,4,1,"BrkTil",1,7,576,2,3,1,3,"Detchd",2000,1174,0
"2445",2445,"test",NA,96,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",1,7,252,1,2,1,2,"Detchd",1930,1141,0
"2446",2446,"test",NA,160,3,3,"MetalSd","MetalSd",3,0,0,"PConc",2,7,342,2,3,1,3,"Detchd",1935,1798,1
"2447",2447,"test",NA,0,4,4,"VinylSd","VinylSd",3,0,0,"BrkTil",2,7,816,2,3,1,3,"Detchd",1992,1772,1
"2448",2448,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,4,1,"BrkTil",1,7,374,1,3,1,3,"Detchd",1927,1642,1
"2449",2449,"test",NA,143,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",1,7,480,2,2,1,2,"Detchd",1920,1232,0
"2450",2450,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",2,7,468,2,3,1,3,"Detchd",1979,1650,0
"2451",2451,"test",NA,0,4,3,"VinylSd","VinylSd",3,4,1,"BrkTil",1,7,336,1,3,1,3,"Detchd",2004,1358,1
"2452",2452,"test",NA,150,4,3,"Wd Sdng","Wd Sdng",3,4,1,"PConc",2,7,576,2,3,1,3,"Attchd",1950,2454,0
"2453",2453,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,331,1,3,1,2,"Attchd",1956,968,0
"2454",2454,"test",NA,0,3,3,"Stucco","Wd Sdng",0,3,1,"Slab",2,4,384,1,3,2,3,"Attchd",1957,1382,0
"2455",2455,"test",NA,0,4,3,"MetalSd","MetalSd",0,4,1,"PConc",1,4,308,1,3,1,2,"Detchd",1969,1060,0
"2456",2456,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,308,1,3,1,3,"Detchd",1950,1435,0
"2457",2457,"test",NA,192,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",2,7,224,1,3,1,2,"Detchd",1939,1274,0
"2458",2458,"test",NA,0,3,3,"MetalSd","VinylSd",2,3,2,"CBlock",1,7,217,1,3,1,3,"Attchd",1939,1232,1
"2459",2459,"test",NA,136,3,4,"AsbShng","AsbShng",3,0,0,"BrkTil",1,7,240,1,3,1,3,"Detchd",1939,884,0
"2460",2460,"test",NA,84,3,3,"VinylSd","VinylSd",0,4,1,"BrkTil",1,7,528,2,3,1,3,"Detchd",1968,1409,1
"2461",2461,"test",NA,0,4,3,"Wd Sdng","Wd Sdng",3,0,0,"BrkTil",1,7,280,1,3,1,3,"Detchd",1939,1322,0
"2462",2462,"test",NA,96,3,3,"Wd Sdng","Wd Sdng",4,4,1,"BrkTil",1,7,230,1,3,1,2,"Detchd",1930,1426,0
"2463",2463,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"BrkTil",1,7,379,2,3,1,3,"Detchd",1926,1281,0
"2464",2464,"test",NA,0,4,3,"Wd Sdng","Wd Sdng",3,0,0,"CBlock",2,7,408,1,3,1,3,"Detchd",1950,2264,1
"2465",2465,"test",NA,144,4,3,"Wd Sdng","Wd Shng",0,0,0,"PConc",1,7,576,2,3,1,3,"Detchd",1977,1376,0
"2466",2466,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"PConc",1,7,576,2,3,1,3,"Detchd",1965,1316,0
"2467",2467,"test",NA,70,3,3,"Wd Sdng","Wd Shng",4,4,1,"BrkTil",1,7,456,2,3,1,3,"Attchd",1979,1344,1
"2468",2468,"test",NA,77,3,3,"AsbShng","AsbShng",3,0,0,"CBlock",2,7,240,1,2,1,3,"Detchd",1920,1173,0
"2469",2469,"test",NA,77,3,3,"AsbShng","AsbShng",3,0,0,"CBlock",1,7,216,1,3,1,3,"Detchd",1920,1214,0
"2470",2470,"test",NA,0,3,3,"HdBoard","HdBoard",0,4,1,"CBlock",3,7,658,2,3,1,3,"Attchd",1963,2294,0
"2471",2471,"test",NA,0,5,3,"VinylSd","VinylSd",0,3,2,"CBlock",1,7,299,1,3,3,3,"Detchd",1950,1952,1
"2472",2472,"test",NA,170,3,3,"MetalSd","MetalSd",0,4,1,"CBlock",1,7,720,2,3,1,3,"Detchd",2006,2180,1
"2473",2473,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"BrkTil",2,7,436,2,3,2,3,"Detchd",1958,1315,0
"2474",2474,"test",NA,0,2,2,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",2,7,264,1,2,1,3,"Detchd",1910,1484,0
"2475",2475,"test",NA,0,4,3,"Wd Sdng","Wd Sdng",0,4,2,"CBlock",1,7,498,2,3,3,3,"Attchd",1937,2267,1
"2476",2476,"test",NA,0,3,3,"Plywood","Plywood",3,0,0,"CBlock",1,7,240,1,3,1,3,"Detchd",1942,1282,0
"2477",2477,"test",NA,0,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",1,7,308,1,3,1,3,"Detchd",1963,999,0
"2478",2478,"test",NA,88,3,3,"HdBoard","HdBoard",0,3,1,"CBlock",1,5,572,2,3,1,3,"Detchd",1964,1452,0
"2479",2479,"test",NA,0,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",1,7,440,2,3,1,3,"Detchd",1964,1005,0
"2480",2480,"test",NA,0,4,4,"HdBoard","HdBoard",0,1,1,"CBlock",2,7,528,2,3,1,3,"Detchd",1970,1020,0
"2481",2481,"test",NA,0,3,3,"HdBoard","HdBoard",3,0,0,"CBlock",1,7,264,1,3,2,3,"Attchd",1966,1040,0
"2482",2482,"test",NA,0,3,3,"HdBoard","HdBoard",4,0,0,"CBlock",1,7,576,2,3,1,3,"Detchd",1989,868,0
"2483",2483,"test",NA,0,3,3,"HdBoard","HdBoard",0,0,0,"CBlock",1,7,264,1,3,2,3,"Attchd",1968,897,0
"2484",2484,"test",NA,0,4,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,528,2,3,1,3,"Detchd",1972,943,0
"2485",2485,"test",NA,0,4,3,"Plywood","Plywood",3,0,0,"CBlock",1,7,315,1,3,1,3,"Detchd",1966,912,0
"2486",2486,"test",NA,0,3,3,"BrkFace","BrkFace",0,4,1,"CBlock",1,7,323,1,3,1,3,"Attchd",1956,1375,0
"2487",2487,"test",NA,0,2,3,"Wd Sdng","Wd Sdng",0,4,1,"CBlock",3,4,638,2,3,1,3,"Attchd",1946,2654,0
"2488",2488,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",3,4,2,"BrkTil",1,7,224,1,3,1,3,"Attchd",1940,1302,1
"2489",2489,"test",NA,280,3,3,"VinylSd","VinylSd",0,3,1,"CBlock",1,7,494,2,3,1,3,"Attchd",1954,1299,0
"2490",2490,"test",NA,0,3,3,"Plywood","Plywood",0,4,2,"CBlock",1,7,303,1,3,1,3,"Attchd",1958,1176,0
"2491",2491,"test",NA,140,3,2,"Wd Sdng","Wd Sdng",0,0,0,"Slab",1,5,460,2,3,1,2,"2Types",1952,998,0
"2492",2492,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",4,3,1,"PConc",2,7,552,2,3,3,3,"Attchd",1984,1522,0
"2493",2493,"test",NA,0,4,3,"Wd Sdng","Wd Sdng",0,3,1,"CBlock",2,7,576,2,3,1,3,"Detchd",1996,1325,0
"2494",2494,"test",NA,0,3,3,"MetalSd","MetalSd",0,3,1,"CBlock",2,4,649,2,3,1,3,"Detchd",1953,1630,0
"2495",2495,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,4,336,1,3,1,3,"Attchd",1946,1242,0
"2496",2496,"test",NA,0,4,3,"MetalSd","MetalSd",0,4,2,"CBlock",3,5,527,2,3,3,3,"Attchd",1954,2422,0
"2497",2497,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,332,1,3,1,3,"Attchd",1954,1626,1
"2498",2498,"test",NA,0,3,3,"MetalSd","MetalSd",0,0,0,"CBlock",1,7,399,1,3,1,3,"Attchd",1958,864,0
"2499",2499,"test",NA,60,3,3,"HdBoard","HdBoard",0,0,0,"Slab",1,5,308,1,3,1,3,"Detchd",1958,943,0
"2500",2500,"test",NA,0,5,4,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",2,7,264,1,3,2,3,"Attchd",1984,1038,0
"2501",2501,"test",NA,0,3,3,"Wd Sdng","Wd Sdng",0,0,0,"CBlock",1,7,256,1,3,1,3,"Detchd",1951,1342,0
"2502",2502,"test",NA,68,3,3,"Wd Sdng","Wd Sdng",0,4,1,"PConc",1,7,253,1,3,1,3,"Attchd",1951,1480,0
